date,temperature,humidity,luminosity
2022-11-10 15:36:38.833,23.2,34.5,104
2022-11-10 15:36:37.559,23.2,34.5,104
2022-11-10 15:36:36.555,23.2,34.5,103
2022-11-10 15:36:35.280,23.2,34.5,102
2022-11-10 15:36:34.276,23.2,34.5,102
2022-11-10 15:36:33.003,23.2,34.5,102
2022-11-10 15:36:31.999,23.2,34.5,102
2022-11-10 15:36:30.721,23.2,34.5,102
2022-11-10 15:36:29.721,23.2,34.5,102
2022-11-10 15:36:28.444,23.2,34.5,102
2022-11-10 15:36:27.443,23.2,34.5,102
2022-11-10 15:36:26.165,23.2,34.5,102
2022-11-10 15:36:25.167,23.2,34.5,102
2022-11-10 15:36:23.889,23.2,34.5,102
2022-11-10 15:36:22.885,23.2,34.5,102
2022-11-10 15:36:21.611,23.2,34.5,102
2022-11-10 15:36:20.608,23.2,34.5,102
2022-11-10 15:36:19.334,23.2,34.6,103
2022-11-10 15:36:18.329,23.2,34.6,101
2022-11-10 15:36:17.055,23.2,34.5,101
2022-11-10 15:36:16.051,23.2,34.5,102
2022-11-10 15:36:14.774,23.2,34.5,101
2022-11-10 15:36:13.775,23.2,34.5,101
2022-11-10 15:36:12.497,23.2,34.4,100
2022-11-10 15:36:11.497,23.2,34.4,100
2022-11-10 15:36:10.218,23.2,34.4,101
2022-11-10 15:36:09.219,23.2,34.4,102
2022-11-10 15:36:07.940,23.2,34.4,101
2022-11-10 15:36:06.937,23.2,34.4,101
2022-11-10 15:36:05.662,23.2,34.4,101
2022-11-10 15:36:04.659,23.2,34.4,101
2022-11-10 15:36:03.385,23.2,34.4,100
2022-11-10 15:36:02.382,23.2,34.4,102
2022-11-10 15:36:01.108,23.2,34.4,102
2022-11-10 15:36:00.105,23.2,34.4,102
2022-11-10 15:35:58.830,23.2,34.4,102
2022-11-10 15:35:57.827,23.2,34.4,102
2022-11-10 15:35:56.549,23.2,34.5,102
2022-11-10 15:35:55.549,23.2,34.5,102
2022-11-10 15:35:54.272,23.2,34.5,102
2022-11-10 15:35:53.272,23.2,34.5,101
2022-11-10 15:35:51.994,23.2,34.5,101
2022-11-10 15:35:50.994,23.2,34.5,101
2022-11-10 15:35:49.716,23.2,34.4,101
2022-11-10 15:35:48.713,23.2,34.4,101
2022-11-10 15:35:47.439,23.2,34.4,101
2022-11-10 15:35:46.434,23.2,34.4,101
2022-11-10 15:35:45.161,23.2,34.4,100
2022-11-10 15:35:44.158,23.2,34.4,100
2022-11-10 15:35:42.884,23.2,34.3,100
2022-11-10 15:35:41.880,23.2,34.3,100
2022-11-10 15:35:40.602,23.2,34.3,101
2022-11-10 15:35:39.602,23.2,34.3,103
2022-11-10 15:35:38.323,23.2,34.2,102
2022-11-10 15:35:37.324,23.2,34.2,103
2022-11-10 15:35:36.046,23.2,34.2,103
2022-11-10 15:35:35.047,23.2,34.2,103
2022-11-10 15:35:33.769,23.2,34.2,103
2022-11-10 15:35:32.764,23.2,34.2,101
2022-11-10 15:35:31.490,23.2,34.2,102
2022-11-10 15:35:30.488,23.2,34.2,102
2022-11-10 15:35:29.212,23.2,34.2,102
2022-11-10 15:35:28.210,23.2,34.2,102
2022-11-10 15:35:26.932,23.2,34.2,103
2022-11-10 15:35:25.932,23.2,34.2,102
2022-11-10 15:35:24.654,23.2,34.1,102
2022-11-10 15:35:23.655,23.2,34.1,102
2022-11-10 15:35:22.376,23.2,34.1,102
2022-11-10 15:35:21.377,23.2,34.1,102
2022-11-10 15:35:20.098,23.2,34.1,101
2022-11-10 15:35:19.095,23.2,34.1,101
2022-11-10 15:35:17.821,23.2,34.1,101
2022-11-10 15:35:16.818,23.2,34.1,101
2022-11-10 15:35:15.543,23.2,34.1,100
2022-11-10 15:35:14.539,23.2,34.1,103
2022-11-10 15:35:13.261,23.2,34.1,103
2022-11-10 15:35:12.262,23.2,34.1,103
2022-11-10 15:35:10.984,23.2,34.1,103
2022-11-10 15:35:09.985,23.2,34.1,103
2022-11-10 15:35:08.706,23.2,34.0,103
2022-11-10 15:35:07.702,23.2,34.0,103
2022-11-10 15:35:06.428,23.2,34.0,103
2022-11-10 15:35:05.425,23.2,34.0,103
2022-11-10 15:35:04.151,23.2,34.0,103
2022-11-10 15:35:03.148,23.2,34.0,103
2022-11-10 15:35:01.873,23.2,34.0,102
2022-11-10 15:35:00.870,23.2,34.0,102
2022-11-10 15:34:59.592,23.2,34.0,102
2022-11-10 15:34:58.591,23.2,34.0,101
2022-11-10 15:34:57.314,23.2,34.0,101
2022-11-10 15:34:56.314,23.2,34.0,101
2022-11-10 15:34:55.036,23.2,34.0,104
2022-11-10 15:34:54.037,23.2,34.0,104
2022-11-10 15:34:52.758,23.2,34.1,104
2022-11-10 15:34:51.754,23.2,34.1,104
2022-11-10 15:34:50.481,23.2,34.1,104
2022-11-10 15:34:49.478,23.2,34.1,104
2022-11-10 15:34:48.203,23.2,34.1,101
2022-11-10 15:34:47.199,23.2,34.1,102
2022-11-10 15:34:45.921,23.2,34.1,102
2022-11-10 15:34:44.922,23.2,34.1,102
2022-11-10 15:34:43.644,23.2,34.0,101
2022-11-10 15:34:42.644,23.2,34.0,101
2022-11-10 15:34:41.366,23.2,34.0,102
2022-11-10 15:34:40.367,23.2,34.0,104
2022-11-10 15:34:39.088,23.2,33.9,104
2022-11-10 15:34:38.086,23.2,33.9,101
2022-11-10 15:34:36.811,23.2,33.9,101
2022-11-10 15:34:35.808,23.2,33.9,101
2022-11-10 15:34:34.534,23.2,33.9,101
2022-11-10 15:34:33.530,23.2,33.9,101
2022-11-10 15:34:32.251,23.2,33.9,101
2022-11-10 15:34:31.252,23.2,33.9,101
2022-11-10 15:34:29.974,23.2,33.9,101
2022-11-10 15:34:28.975,23.2,33.9,100
2022-11-10 15:34:27.696,23.2,33.9,100
2022-11-10 15:34:26.697,23.2,33.9,101
2022-11-10 15:34:25.418,23.2,34.0,102
2022-11-10 15:34:24.416,23.2,34.0,101
2022-11-10 15:34:23.142,23.3,34.0,102
2022-11-10 15:34:22.138,23.3,34.0,102
2022-11-10 15:34:20.863,23.3,34.0,102
2022-11-10 15:34:19.859,23.3,34.0,103
2022-11-10 15:34:18.582,23.3,34.0,103
2022-11-10 15:34:17.583,23.3,34.0,102
2022-11-10 15:34:16.305,23.3,34.0,101
2022-11-10 15:34:15.304,23.3,34.0,101
2022-11-10 15:34:14.026,23.3,34.0,101
2022-11-10 15:34:13.027,23.3,34.0,102
2022-11-10 15:34:11.748,23.3,34.0,102
2022-11-10 15:34:10.746,23.3,34.0,101
2022-11-10 15:34:09.471,23.3,34.0,101
2022-11-10 15:34:08.468,23.3,34.0,101
2022-11-10 15:34:07.194,23.3,34.1,102
2022-11-10 15:34:06.189,23.3,34.1,101
2022-11-10 15:34:04.911,23.3,34.1,102
2022-11-10 15:34:03.912,23.3,34.1,102
2022-11-10 15:34:02.634,23.3,34.1,102
2022-11-10 15:34:01.634,23.3,34.1,101
2022-11-10 15:34:00.356,23.3,34.1,102
2022-11-10 15:33:59.353,23.3,34.1,102
2022-11-10 15:33:58.079,23.3,34.1,102
2022-11-10 15:33:57.075,23.3,34.1,101
2022-11-10 15:33:55.802,23.3,34.1,101
2022-11-10 15:33:54.797,23.3,34.1,101
2022-11-10 15:33:53.519,23.3,34.2,102
2022-11-10 15:33:52.520,23.3,34.2,101
2022-11-10 15:33:51.242,23.3,34.2,102
2022-11-10 15:33:50.242,23.3,34.2,101
2022-11-10 15:33:48.965,23.3,34.2,101
2022-11-10 15:33:47.964,23.3,34.2,101
2022-11-10 15:33:46.686,23.3,34.3,102
2022-11-10 15:33:45.682,23.3,34.3,105
2022-11-10 15:33:44.408,23.3,34.3,105
2022-11-10 15:33:43.405,23.3,34.3,102
2022-11-10 15:33:42.131,23.3,34.4,101
2022-11-10 15:33:41.127,23.3,34.4,101
2022-11-10 15:33:39.854,23.3,34.4,101
2022-11-10 15:33:38.850,23.3,34.4,101
2022-11-10 15:33:37.571,23.3,34.4,101
2022-11-10 15:33:36.573,23.3,34.4,101
2022-11-10 15:33:35.294,23.3,34.4,101
2022-11-10 15:33:34.294,23.3,34.4,101
2022-11-10 15:33:33.016,23.3,34.4,101
2022-11-10 15:33:32.017,23.3,34.4,102
2022-11-10 15:33:30.739,23.3,34.4,102
2022-11-10 15:33:29.736,23.3,34.4,101
2022-11-10 15:33:28.461,23.3,34.4,101
2022-11-10 15:33:27.457,23.3,34.4,101
2022-11-10 15:33:26.184,23.3,34.4,102
2022-11-10 15:33:25.180,23.3,34.4,101
2022-11-10 15:33:23.906,23.3,34.4,101
2022-11-10 15:33:22.903,23.3,34.4,100
2022-11-10 15:33:21.625,23.3,34.4,100
2022-11-10 15:33:20.625,23.3,34.4,101
2022-11-10 15:33:19.346,23.3,34.4,101
2022-11-10 15:33:18.347,23.3,34.4,101
2022-11-10 15:33:17.068,23.3,34.4,101
2022-11-10 15:33:16.070,23.3,34.4,101
2022-11-10 15:33:14.792,23.3,34.4,101
2022-11-10 15:33:13.787,23.3,34.4,100
2022-11-10 15:33:12.514,23.2,34.3,100
2022-11-10 15:33:11.510,23.2,34.3,100
2022-11-10 15:33:10.237,23.2,34.4,100
2022-11-10 15:33:09.232,23.2,34.4,100
2022-11-10 15:33:07.958,23.3,34.4,100
2022-11-10 15:33:06.955,23.3,34.4,100
2022-11-10 15:33:05.681,23.3,34.4,100
2022-11-10 15:33:04.677,23.3,34.4,100
2022-11-10 15:33:03.400,23.3,34.4,100
2022-11-10 15:33:02.400,23.3,34.4,100
2022-11-10 15:33:01.122,23.2,34.3,100
2022-11-10 15:33:00.122,23.2,34.3,100
2022-11-10 15:32:58.843,23.2,34.3,100
2022-11-10 15:32:57.845,23.2,34.3,100
2022-11-10 15:32:56.567,23.3,34.4,100
2022-11-10 15:32:55.562,23.3,34.4,100
2022-11-10 15:32:54.288,23.2,34.3,100
2022-11-10 15:32:53.284,23.2,34.3,100
2022-11-10 15:32:52.010,23.2,34.3,100
2022-11-10 15:32:51.006,23.2,34.3,100
2022-11-10 15:32:49.734,23.2,34.3,100
2022-11-10 15:32:48.730,23.2,34.3,100
2022-11-10 15:32:47.452,23.2,34.3,100
2022-11-10 15:32:46.452,23.2,34.3,100
2022-11-10 15:32:45.173,23.2,34.3,100
2022-11-10 15:32:44.173,23.2,34.3,100
2022-11-10 15:32:42.895,23.2,34.3,103
2022-11-10 15:32:41.896,23.2,34.3,103
2022-11-10 15:32:40.618,23.2,34.3,103
2022-11-10 15:32:39.614,23.2,34.3,105
2022-11-10 15:32:38.340,23.2,34.3,106
